,Brand,Model,Seating_Capacity,Body_Type,Variant_Number,Fuel_Type,Transmission,Available_Colors,On_Road_Pric,Delivery_Days,Location
305,Skoda,Kodiaq,7,SUV,1,Petrol,Automatic,9,58.95,90,Hyderabad
306,Skoda,Kylaq,5,SUV,1,Petrol,Manual,3,9.89,11,Hyderabad
307,Kia,Carens Clavis,6,SUV,1,Petrol,Manual,7,15.36,11,Hyderabad
308,Honda,Amaze,5,Sedan,1,Petrol,Manual,6,9.79,11,Hyderabad
309,Tata,Altroz,5,Hatchback,1,Petrol,Manual,5,9.22,11,Hyderabad
310,Volkswagen,Taigun,5,SUV,1,Petrol,Manual,6,14.67,11,Hyderabad
311,Volkswagen,Virtus,5,Sedan,1,Petrol,Manual,7,14.38,11,Hyderabad
312,Tata,Tiago,5,Hatchback,1,Petrol,Manual,3,7.02,11,Hyderabad
313,Kia,Syros,5,SUV,1,Petrol,Manual,8,11.20,11,Hyderabad
314,Tata,Tiago EV,5,Hatchback,1,Electric,Automatic,6,10.75,11,Hyderabad
315,Tata,Tiago NRG,5,Hatchback,1,Petrol,Manual,4,8.79,11,Hyderabad
316,Mahindra,BE 6,5,SUV,1,Electric,Automatic,8,21.04,90,Hyderabad
317,Tata,Tigor,5,Sedan,1,Petrol,Manual,2,8.87,11,Hyderabad
318,Mahindra,XEV 9e,5,SUV,1,Electric,Automatic,7,24.07,90,Hyderabad
319,Hyundai,Alcazar,6,SUV,1,Petrol,Automatic,11,26.54,11,Hyderabad
320,MG,Windsor EV,5,SUV,1,Electric,Automatic,,15.10,11,Hyderabad
321,Mahindra,Thar Roxx,5,SUV,1,Petrol,Manual,3,16.40,65,Hyderabad
322,Nissan,Magnite,5,SUV,1,Petrol,Automatic,14,13.10,8,Hyderabad
323,Maruti Suzuki,Dzire,5,Sedan,1,Petrol,Automatic,7,10.20,11,Hyderabad
324,Hyundai,Creta Electric,5,SUV,1,Electric,Automatic,5,19.30,11,Hyderabad
325,Renault,Kwid,5,Hatchback,1,Petrol,Automatic,5,7.25,,Hyderabad
326,Bentley,Bentayga,5,SUV,1,Petrol,Automatic,4,,,Hyderabad
327,Mercedes-Benz,AMG EQS,5,Sedan,,Electric,Automatic,5,,,Hyderabad
328,Renault,Kiger,5,SUV,1,Petrol,Automatic,13,11.26,,Hyderabad
329,Renault,Triber,7,,1,Petrol,Automatic,6,9.86,,Hyderabad
330,Mercedes-Benz,EQE SUV,5,SUV,,Electric,Automatic,9,,,Hyderabad
331,Mercedes-Benz,EQS,5,Sedan,1,Electric,Automatic,5,,,Hyderabad
332,Mercedes-Benz,G-Class,5,SUV,1,Diesel,Automatic,7,,,Hyderabad
333,Mercedes-Benz,GLA,5,SUV,1,Diesel,Automatic,5,70.70,,Hyderabad
334,Citroen,Aircross,7,,1,Petrol,Manual,4,14.90,,Hyderabad
335,Jeep,Compass,5,SUV,1,Diesel,Manual,7,35.10,,Hyderabad
336,Citroen,E-C3,5,SUV,1,Electric,Automatic,4,14.64,,Hyderabad
337,Mercedes-Benz,GLB,7,SUV,1,Diesel,Automatic,5,89.64,,Hyderabad
338,Jeep,Meridian,7,,1,Diesel,Automatic,6,44.13,,Hyderabad
339,Citroen,C5 Aircross,5,SUV,1,Diesel,Automatic,7,46.42,,Hyderabad
340,Mercedes-Benz,Maybach GLS,5,SUV,1,Petrol,Automatic,6,,,Hyderabad
341,Mercedes-Benz,Maybach S-Class,5,Sedan,,Petrol,Automatic,8,,,Hyderabad
342,Mercedes-Benz,S-Class,5,Sedan,1,Petrol,Automatic,4,,,Hyderabad
343,BMW,2 Series Gran Coupe,5,Coupe,1,Petrol,Automatic,,56.76,,Hyderabad
344,BMW,3 Series Gran Limousine,5,Coupe,1,Petrol,Automatic,4,74.66,,Hyderabad
345,Lamborghini,Huracan,2,Coupe,1,Petrol,Automatic,14,,,Hyderabad
346,Mahindra,Bolero Neo Plus,9,SUV,1,Diesel,Manual,3,14.78,,Hyderabad
347,BMW,i7,5,Sedan,1,Electric,Automatic,8,,,Hyderabad
348,BMW,iX,5,SUV,1,Electric,Automatic,7,,,Hyderabad
349,BMW,iX1,5,SUV,,Electric,Automatic,4,70.01,,Hyderabad
350,BMW,M2,4,Coupe,,Petrol,Automatic,5,,,Hyderabad
351,BMW,M340i,5,Sedan,,Petrol,Automatic,4,91.88,,Hyderabad
352,BMW,M8,4,Coupe,,Petrol,Automatic,9,,,Hyderabad
353,BMW,X3 M40i,5,SUV,,Petrol,Automatic,2,,,Hyderabad
354,BMW,X4 M40i,5,SUV,,Petrol,Automatic,2,,,Hyderabad
355,BMW,X5,5,,1,Petrol,Automatic,3,,,Hyderabad
356,Citroen,C3,5,SUV,1,Petrol,Manual,6,10.32,,Hyderabad
357,Aston Martin,DBX,5,SUV,,Petrol,Automatic,8,,,Hyderabad
358,Aston Martin,Vantage,2,Coupe,,Petrol,Automatic,6,,,Hyderabad
359,BMW,i5,5,Sedan,,Electric,Automatic,9,,,Hyderabad
360,BMW,5 Series,5,Sedan,1,Petrol,Automatic,2,88.49,,Hyderabad
361,BYD,Atto 3,5,SUV,1,Electric,Automatic,4,29.60,,Hyderabad
362,BYD,Seal,5,Sedan,1,Electric,Automatic,4,54.10,,Hyderabad
363,Audi,A8 L,4,Sedan,1,Petrol,Automatic,8,,,Hyderabad
364,Jeep,Wrangler,5,SUV,1,Petrol,Automatic,5,82.16,,Hyderabad
365,Ferrari,296 GTB,2,Coupe,,Petrol,Automatic,8,,,Hyderabad
366,Ferrari,296 GTS,2,Convertible,,Petrol,Automatic,8,,,Hyderabad
367,Ferrari,F8 Tributo,2,Coupe,,Petrol,Automatic,15,,,Hyderabad
368,Ferrari,Portofino,4,,,Petrol,Automatic,14,,,Hyderabad
369,Audi,e-tron Sportback,5,SUV,1,Electric,Automatic,9,,,Hyderabad
370,BMW,Z4,2,Convertible,1,Petrol,Automatic,7,,,Hyderabad
371,Audi,Q3,5,SUV,1,Petrol,Automatic,5,68.34,,Hyderabad
372,Audi,Q3 Sportback,5,SUV,1,Petrol,Automatic,4,69.93,,Hyderabad
373,Audi,Q5,5,SUV,1,Petrol,Automatic,4,90.52,,Hyderabad
374,Mercedes-Benz,AMG GLC43 Coupe,5,Coupe,,Petrol,Automatic,5,,,Hyderabad
375,Land Rover,Defender,5,SUV,1,Petrol,Automatic,6,,,Hyderabad
376,Audi,A6,5,Sedan,1,Petrol,Automatic,5,76.52,,Hyderabad
377,Audi,e-tron,5,SUV,1,Electric,Automatic,8,,,Hyderabad
378,Audi,A4,5,Sedan,1,Petrol,Automatic,5,57.76,,Hyderabad
379,Land Rover,Range Rover,7,,1,Petrol,Automatic,8,,,Hyderabad
380,BMW,7 Series,5,Sedan,1,Petrol,Automatic,6,,,Hyderabad
381,Land Rover,Range Rover Sport,5,SUV,1,Diesel,Automatic,8,,,Hyderabad
382,Land Rover,Range Rover Velar,5,SUV,1,Petrol,Automatic,5,,,Hyderabad
383,Lotus,Eletre,4,SUV,1,Electric,Automatic,5,,,Hyderabad
384,BMW,X1,5,,1,Diesel,Automatic,5,66.09,,Hyderabad
385,Mercedes-Benz,E-Class,5,Sedan,1,Petrol,Automatic,4,92.29,,Hyderabad
386,Mercedes-Benz,A-Class Limousine,5,Sedan,1,Diesel,Automatic,5,59.88,,Hyderabad
387,McLaren,750S,2,Coupe,1,Petrol,Automatic,8,,,Hyderabad
388,Mercedes-Benz,AMG A45 S,5,Hatchback,,Petrol,Automatic,7,,,Hyderabad
389,Mercedes-Benz,AMG C 43,5,Sedan,,Petrol,Automatic,7,,,Hyderabad
390,Mercedes-Benz,EQB,7,SUV,1,Electric,Automatic,6,93.05,,Hyderabad
391,Mercedes-Benz,GLC,5,SUV,1,Diesel,Automatic,6,93.32,,Hyderabad
392,Mercedes-Benz,GLS,7,SUV,1,Diesel,Automatic,5,,,Hyderabad
393,Porsche,911,4,,1,Petrol,Automatic,2,,,Hyderabad
394,Porsche,Cayenne,4,SUV,,Petrol,Automatic,7,,,Hyderabad
395,Porsche,Cayenne Coupe,4,Coupe,,Petrol,Automatic,7,,,Hyderabad
396,Porsche,Macan,5,SUV,1,Petrol,Automatic,9,,,Hyderabad
397,Porsche,Taycan,5,Sedan,1,Electric,Automatic,12,,,Hyderabad
398,Porsche,Taycan Cross Turismo,5,Sedan,1,Electric,Automatic,12,,,Hyderabad
399,Rolls-Royce,Cullinan,5,SUV,,Petrol,Automatic,10,,,Hyderabad
400,Rolls-Royce,Phantom,5,SUV,,Petrol,Automatic,9,,,Hyderabad
401,Rolls-Royce,Spectre,4,SUV,,Electric,Automatic,15,,,Hyderabad
402,Volvo,C40 Recharge,5,SUV,,Electric,Automatic,8,74.56,,Hyderabad
403,Mercedes-Benz,AMG GLA35,5,SUV,,Petrol,Automatic,6,79.85,,Hyderabad
404,Maserati,GranTurismo,5,,1,Petrol,Automatic,6,,,Hyderabad
405,Land Rover,Discovery,7,SUV,1,Petrol,Automatic,8,,,Hyderabad
406,Mercedes-Benz,G-Class Electric,5,SUV,,Electric,Automatic,5,,,Hyderabad
407,Toyota,Hilux,5,Up,1,Diesel,Automatic,,47.65,,Hyderabad
408,Aston Martin,DB12,4,Coupe,,Petrol,Automatic,18,,,Hyderabad
409,Mercedes-Benz,Maybach SL 680,2,Convertible,,Petrol,Automatic,2,,,Hyderabad
410,BMW,3 Series LWB,5,Sedan,,Petrol,Automatic,4,78.33,,Hyderabad
411,Lexus,LX,5,,1,Diesel,Automatic,3,,,Hyderabad
412,Citroen,Basalt,5,SUV,1,Petrol,Automatic,,17.07,,Hyderabad
413,Porsche,718,2,Coupe,1,Petrol,Automatic,9,,,Hyderabad
414,Porsche,Macan Turbo EV,5,SUV,,Electric,Automatic,10,,,Hyderabad
415,Porsche,Panamera,4,Coupe,,Petrol,Automatic,10,,,Hyderabad
416,Toyota,Land Cruiser,5,SUV,1,Diesel,Automatic,5,,,Hyderabad
417,Volvo,XC40 Recharge,5,SUV,1,Electric,Automatic,8,68.62,,Hyderabad
418,Audi,Q7,7,SUV,1,Petrol,Automatic,5,,,Hyderabad
419,Jeep,Grand Cherokee,5,SUV,1,Petrol,Automatic,4,84.71,,Hyderabad
420,Mercedes-Benz,AMG G-Class,5,SUV,,Petrol,Automatic,8,,,Hyderabad
421,Audi,Q8,5,SUV,,Petrol,Automatic,8,,,Hyderabad
422,MINI,Countryman Electric,5,Hatchback,,Electric,Automatic,9,64.91,,Hyderabad
423,Mercedes-Benz,EQA,5,SUV,,Electric,Automatic,6,78.15,,Hyderabad
424,Mercedes-Benz,AMG E53 Cabriolet,4,Convertible,,Petrol,Automatic,5,,,Hyderabad
425,Mercedes-Benz,AMG S 63 E Performance,5,Sedan,1,Petrol,Automatic,8,,,Hyderabad
426,Mercedes-Benz,AMG GLE Coupe,5,Coupe,,Petrol,Automatic,6,,,Hyderabad
427,Mercedes-Benz,GLE,5,SUV,,Diesel,Automatic,5,,,Hyderabad
428,Force Motors,Gurkha,4,SUV,,Diesel,Manual,4,20.47,,Hyderabad
429,Force Motors,Gurkha 5 Door,7,SUV,,Diesel,Manual,4,21.97,,Hyderabad
430,Isuzu,V-Cross,5,SUV,1,Diesel,Manual,6,26.01,,Hyderabad
431,Ferrari,Purosangue SUV,4,SUV,,Petrol,Automatic,8,,,Hyderabad
432,Kia,EV9,6,SUV,,Electric,Automatic,5,,,Hyderabad
433,MINI,Cooper,4,Hatchback,,Petrol,Automatic,10,54.72,,Hyderabad
434,Skoda,Superb,5,Sedan,,Petrol,Automatic,3,66.33,,Hyderabad
435,Kia,Carnival,7,SUV,,Diesel,Automatic,2,78.38,,Hyderabad
436,Jaguar,I-Pace,5,,,Electric,Automatic,6,,,Hyderabad
437,BMW,M4,4,Sedan,1,Petrol,Automatic,10,,,Hyderabad
438,BYD,eMax 7,7,,1,Electric,Automatic,4,28.86,,Hyderabad
439,Aston Martin,Vanquish,2,Coupe,,Petrol,Automatic,9,,,Hyderabad
440,Kia,EV6,5,SUV,,Electric,Automatic,5,69.80,,Hyderabad
441,Audi,RS5,5,Coupe,,Petrol,Automatic,6,,,Hyderabad
442,Audi,e-tron GT,5,Sedan,1,Electric,Automatic,9,,,Hyderabad
443,Audi,Q8 Sportback e-tron,5,Sedan,1,Electric,Automatic,9,,,Hyderabad
444,Audi,S5 Sportback,5,Coupe,,Petrol,Automatic,7,95.38,,Hyderabad
445,Mercedes-Benz,EQS SUV,7,,1,Electric,Automatic,10,,,Hyderabad
446,Mercedes-Benz,Maybach EQS,5,SUV,1,Electric,Automatic,13,,,Hyderabad
447,BMW,X3,5,SUV,1,Diesel,Automatic,4,95.42,,Hyderabad
448,BYD,Sealion 7,5,SUV,1,Electric,Automatic,4,52.54,,Hyderabad
449,Audi,RS Q8 Performance,5,Hatchback,,Petrol,Automatic,8,,,Hyderabad
450,BMW,iX1 LWB,5,SUV,,Electric,Automatic,5,51.36,,Hyderabad
451,BMW,i4,5,Sedan,1,Electric,Automatic,3,81.06,,Hyderabad
452,Ferrari,Roma,4,Coupe,,Petrol,Automatic,15,,,Hyderabad
453,Isuzu,MU-X,7,SUV,1,Diesel,Automatic,6,46.28,,Hyderabad
454,Jaguar,F-Pace,5,SUV,1,Petrol,Automatic,4,88.49,,Hyderabad
455,McLaren,GT,2,Coupe,,Petrol,Automatic,5,,,Hyderabad
456,Mercedes-Benz,AMG GT 63 S E Performance,5,Sedan,,Petrol,Automatic,5,,,Hyderabad
457,Mercedes-Benz,AMG SL55 Roadster,4,Convertible,,Petrol,Automatic,3,,,Hyderabad
458,Mercedes-Benz,C-Class,5,Sedan,1,Diesel,Automatic,6,76.37,,Hyderabad
459,Volvo,EX40,5,SUV,,Electric,Automatic,6,60.25,,Hyderabad
460,Maserati,Grecale,5,SUV,1,Petrol,Automatic,4,,,Hyderabad
461,BMW,M5,5,Sedan,,Petrol,Automatic,10,,,Hyderabad
462,Volvo,XC90,7,SUV,,Petrol,Automatic,6,,,Hyderabad
463,Volkswagen,Golf GTI,5,Hatchback,,Petrol,Automatic,4,65.11,,Hyderabad
464,Volkswagen,Tiguan R-Line,5,SUV,,Petrol,Automatic,6,60.22,,Hyderabad
465,Land Rover,Range Rover Evoque,5,SUV,1,Diesel,Automatic,3,85.28,,Hyderabad
466,Mahindra,XUV300,5,,1,Petrol,Automatic,9,16.08,,Hyderabad
467,Maruti Suzuki,Alto (2019-2023),5,Hatchback,1,CNG,Manual,6,6.36,,Hyderabad
468,Maruti Suzuki,Ciaz,5,Sedan,1,Petrol,Automatic,7,14.21,,Hyderabad
469,Tata,Nexon EV Prime (2020-2023),5,SUV,1,Electric,Automatic,,20.88,,Hyderabad
470,Tata,Harrier (2020-2023),5,SUV,1,Diesel,Automatic,,25.55,,Hyderabad
471,Toyota,Innova Crysta (2020-2023),8,,1,Diesel,Manual,7,29.19,,Hyderabad
472,Tata,Nexon (2020-2023),5,SUV,1,Petrol,Manual,,15.15,,Hyderabad
473,Maruti Suzuki,Swift (2021-2024),5,Hatchback,1,Petrol,Automatic,7,10.09,,Hyderabad
474,Kia,Seltos (2022-2023),5,SUV,1,Petrol,Manual,11,17.25,,Hyderabad
475,Tata,Tiago EV (2022-2025),5,Hatchback,1,Electric,Automatic,5,12.22,,Hyderabad
476,Skoda,Kushaq (2021-2023),5,SUV,1,Petrol,Automatic,5,21.53,,Hyderabad
477,Hyundai,Aura (2020-2023),5,Sedan,1,Diesel,Manual,6,11.18,,Hyderabad
478,Tata,Tiago (2020-2025),5,Hatchback,1,Petrol,Manual,3,6.19,,Hyderabad
479,Hyundai,Alcazar (2021-2023),7,,1,Petrol,Automatic,6,25.49,,Hyderabad
480,Tata,Nexon,5,SUV,1,Petrol,Manual,4,10.97,11,Bangalore
481,Tata,Punch,5,SUV,1,Petrol,Manual,2,7.72,11,Bangalore
482,Maruti Suzuki,Swift,5,Hatchback,1,Petrol,Manual,4,8.25,11,Bangalore
483,Hyundai,Grand i10 Nios,5,Hatchback,1,Petrol,Manual,3,7.42,11,Bangalore
484,Hyundai,Aura,5,Sedan,1,CNG,Manual,,9.30,11,Bangalore
485,Tata,Altroz (2020-2025),5,Hatchback,1,Petrol,Manual,4,11.47,8,Bangalore
486,Hyundai,Venue,5,SUV,1,Petrol,Manual,4,9.77,11,Bangalore
487,Toyota,Glanza,5,Hatchback,1,Petrol,Manual,5,8.43,11,Bangalore
488,Hyundai,Creta,5,SUV,1,Petrol,Manual,12,14.05,11,Bangalore
489,Maruti Suzuki,Dzire,5,Sedan,1,Petrol,Manual,7,9.96,11,Bangalore
490,Honda,City,5,Sedan,1,Petrol,Automatic,6,20.40,11,Bangalore
491,Hyundai,i20 N Line,5,Hatchback,1,Petrol,Manual,7,12.18,11,Bangalore
492,Maruti Suzuki,Brezza,5,SUV,1,Petrol,Manual,5,10.88,11,Bangalore
493,Maruti Suzuki,S-Presso,5,SUV,1,Petrol,Manual,7,7.01,11,Bangalore
494,Mahindra,Scorpio-N,7,SUV,1,Petrol,Manual,3,17.77,11,Bangalore
495,Mahindra,Bolero,7,SUV,1,Diesel,Manual,2,11.97,60,Bangalore
496,Maruti Suzuki,XL6,6,SUV,1,Petrol,Manual,6,15.21,11,Bangalore
497,Maruti Suzuki,Ertiga,7,SUV,1,Petrol,Manual,6,11.01,70,Bangalore
498,Hyundai,Venue N-Line,5,SUV,1,Petrol,Automatic,5,16.27,11,Bangalore
499,Maruti Suzuki,Grand Vitara,5,SUV,1,Petrol,Manual,6,16.09,11,Bangalore
500,Toyota,Urban Cruiser Hyryder,5,SUV,1,Petrol,Manual,7,14.18,11,Bangalore
501,Hyundai,Tucson,5,SUV,1,Petrol,Automatic,5,37.19,00,Bangalore
502,Skoda,Kushaq,5,SUV,1,Petrol,Manual,6,20.42,11,Bangalore
503,Kia,Seltos,5,SUV,1,Petrol,Manual,7,14.02,11,Bangalore
504,Kia,Sonet,5,SUV,1,Petrol,Manual,7,10.25,11,Bangalore
505,Hyundai,Exter,5,SUV,1,Petrol,Manual,,7.70,11,Bangalore
506,Maruti Suzuki,Fronx,5,SUV,1,Petrol,Manual,6,9.49,11,Bangalore
507,Maruti Suzuki,Invicto,7,SUV,1,Petrol,Automatic,4,32.36,90,Bangalore
508,MG,Astor,5,SUV,1,Petrol,Manual,2,14.24,11,Bangalore
509,MG,Gloster,7,SUV,1,Diesel,Automatic,4,51.29,30,Bangalore
510,Toyota,Innova Hycross,7,SUV,1,Petrol,Automatic,7,25.07,20,Bangalore
511,Hyundai,Verna,5,Sedan,1,Petrol,Manual,7,14.01,11,Bangalore
512,Tata,Harrier,5,SUV,1,Diesel,Manual,4,28.22,8,Bangalore
513,Mahindra,Scorpio Classic,7,SUV,1,Diesel,Manual,5,22.36,11,Bangalore
514,Mahindra,XUV400,5,SUV,1,Electric,Automatic,10,18.62,11,Bangalore
515,MG,Hector,5,SUV,1,Petrol,Automatic,3,22.11,11,Bangalore
516,MG,Hector Plus,7,SUV,1,Petrol,Manual,4,23.82,11,Bangalore
517,Toyota,Innova Crysta,8,SUV,1,Diesel,Manual,5,25.05,60,Bangalore
518,Toyota,Rumion,7,SUV,1,Petrol,Manual,5,13.17,11,Bangalore
519,Honda,Elevate,5,SUV,1,Petrol,Manual,7,15.94,11,Bangalore
520,Volkswagen,Taigun,5,SUV,1,Petrol,Manual,6,14.84,45,Bangalore
521,Volkswagen,Virtus,5,Sedan,1,Petrol,Manual,7,14.54,45,Bangalore
522,Kia,Carens,7,SUV,1,Diesel,Manual,7,16.53,11,Bangalore
523,Mahindra,XUV700,7,SUV,1,Petrol,Manual,5,18.37,11,Bangalore
524,Skoda,Slavia,5,Sedan,1,Petrol,Automatic,6,20.83,11,Bangalore
525,Maruti Suzuki,Wagon R,5,Hatchback,1,Petrol,Manual,3,7.37,11,Bangalore
526,Maruti Suzuki,Celerio,5,Hatchback,1,Petrol,Manual,6,7.18,11,Bangalore
527,Mahindra,XUV 3XO,5,SUV,1,Petrol,Manual,7,11.62,11,Bangalore
528,Maruti Suzuki,Alto K10,5,Hatchback,1,Petrol,Manual,7,6.76,11,Bangalore
529,Toyota,Urban Cruiser Taisor,5,SUV,1,Petrol,Manual,4,9.36,11,Bangalore
530,MG,ZS EV,5,SUV,1,Electric,Automatic,3,19.29,11,Bangalore
531,Maruti Suzuki,Baleno,5,Hatchback,1,Petrol,Manual,6,8.51,11,Bangalore
532,Hyundai,Creta N Line,5,SUV,1,Petrol,Automatic,6,23.23,11,Bangalore
533,Maruti Suzuki,Ignis,5,Hatchback,1,Petrol,Automatic,9,9.38,11,Bangalore
534,Maruti Suzuki,Jimny,4,SUV,1,Petrol,Manual,5,16.08,90,Bangalore
535,Tata,Punch EV,5,SUV,1,Electric,Automatic,,10.91,11,Bangalore
536,MG,Comet EV,4,Hatchback,1,Electric,Automatic,,8.08,11,Bangalore
537,Maruti Suzuki,Eeco,5,Van,1,Petrol,Manual,5,7.26,11,Bangalore
538,Hyundai,i20,5,Hatchback,1,Petrol,Manual,6,9.59,11,Bangalore
539,Toyota,Fortuner Legender,7,SUV,1,Diesel,Automatic,,55.42,90,Bangalore
540,Mahindra,Thar Roxx,5,SUV,1,Petrol,Manual,3,16.52,65,Bangalore
541,Hyundai,Alcazar,7,SUV,1,Petrol,Automatic,14,27.09,11,Bangalore
542,Tata,Curvv,5,SUV,1,Diesel,Manual,5,19.61,8,Bangalore
543,MG,Windsor EV,5,SUV,1,Electric,Automatic,,15.05,60,Bangalore
544,Toyota,Fortuner,7,SUV,1,Petrol,Automatic,7,44.52,90,Bangalore
545,Mahindra,Thar,4,SUV,1,Diesel,Manual,5,16.53,11,Bangalore
546,Tata,Safari,7,SUV,1,Diesel,Manual,4,31.95,8,Bangalore
547,Mahindra,Bolero Neo,7,SUV,1,Diesel,Manual,5,12.15,60,Bangalore
548,Nissan,Magnite,5,SUV,1,Petrol,Manual,2,7.49,11,Bangalore
549,Tata,Curvv EV,5,SUV,1,Electric,Automatic,4,20.03,8,Bangalore
550,Tata,Nexon EV,5,SUV,1,Electric,Automatic,4,16.32,11,Bangalore
551,Honda,Amaze,5,Sedan,1,Petrol,Manual,6,10.04,11,Bangalore
552,Skoda,Kylaq,5,SUV,1,Petrol,Manual,3,10.00,11,Bangalore
553,Tata,Tiago,5,Hatchback,1,Petrol,Manual,3,7.27,11,Bangalore
554,Kia,Carens Clavis,7,SUV,1,Petrol,Manual,7,16.82,11,Bangalore
555,Tata,Altroz,5,Hatchback,1,Petrol,Manual,5,9.52,11,Bangalore
556,Tata,Tiago EV,5,Hatchback,1,Electric,Automatic,,8.66,11,Bangalore
557,Kia,Syros,5,SUV,1,Petrol,Manual,8,10.81,11,Bangalore
558,Tata,Tiago NRG,5,Hatchback,1,Petrol,Manual,4,9.09,11,Bangalore
559,Tata,Tigor,5,Sedan,1,Petrol,Manual,2,9.21,11,Bangalore
560,Mahindra,XEV 9e,5,SUV,1,Electric,Automatic,7,24.08,20,Bangalore
561,Hyundai,Creta Electric,5,SUV,1,Electric,Automatic,5,19.40,11,Bangalore
562,Mahindra,BE 6,5,SUV,1,Electric,Automatic,8,20.94,20,Bangalore
563,Renault,Kwid,5,Hatchback,1,Petrol,Automatic,5,7.34,,Bangalore
564,Bentley,Bentayga,5,SUV,1,Petrol,Automatic,4,,,Bangalore
565,Mercedes-Benz,AMG EQS,5,Sedan,,Electric,Automatic,5,,,Bangalore
566,Renault,Kiger,5,SUV,1,Petrol,Automatic,13,11.41,,Bangalore
567,Renault,Triber,7,,1,Petrol,Automatic,6,9.98,,Bangalore
568,Mercedes-Benz,EQE SUV,5,SUV,,Electric,Automatic,9,,,Bangalore
569,Mercedes-Benz,EQS,5,Sedan,1,Electric,Automatic,5,,,Bangalore
570,Mercedes-Benz,G-Class,5,SUV,1,Diesel,Automatic,7,,,Bangalore
571,Mercedes-Benz,GLA,5,SUV,1,Diesel,Automatic,5,70.70,,Bangalore
572,Citroen,Aircross,7,,1,Petrol,Manual,4,15.13,,Bangalore
573,Jeep,Compass,5,SUV,1,Diesel,Manual,7,35.09,,Bangalore
574,Citroen,E-C3,5,SUV,1,Electric,Automatic,4,13.19,,Bangalore
575,Mercedes-Benz,GLB,7,SUV,1,Diesel,Automatic,5,89.65,,Bangalore
576,Jeep,Meridian,7,,1,Diesel,Automatic,6,44.11,,Bangalore
577,Citroen,C5 Aircross,5,SUV,1,Diesel,Automatic,7,47.15,,Bangalore
578,Mercedes-Benz,Maybach GLS,5,SUV,1,Petrol,Automatic,6,,,Bangalore
579,Mercedes-Benz,Maybach S-Class,5,Sedan,,Petrol,Automatic,8,,,Bangalore
580,Mercedes-Benz,S-Class,5,Sedan,1,Petrol,Automatic,4,,,Bangalore
581,BMW,2 Series Gran Coupe,5,Coupe,1,Petrol,Automatic,,57.49,,Bangalore
582,BMW,3 Series Gran Limousine,5,Coupe,1,Petrol,Automatic,4,75.38,,Bangalore
583,Lamborghini,Huracan,2,Coupe,1,Petrol,Automatic,14,,,Bangalore
584,Mahindra,Bolero Neo Plus,9,SUV,1,Diesel,Manual,3,14.63,,Bangalore
585,BMW,i7,5,Sedan,1,Electric,Automatic,8,,,Bangalore
586,BMW,iX,5,SUV,1,Electric,Automatic,7,,,Bangalore
587,BMW,iX1,5,SUV,,Electric,Automatic,4,71.34,,Bangalore
588,BMW,M2,4,Coupe,,Petrol,Automatic,5,,,Bangalore
589,BMW,M340i,5,Sedan,,Petrol,Automatic,4,93.36,,Bangalore
590,BMW,M8,4,Coupe,,Petrol,Automatic,9,,,Bangalore
591,BMW,X3 M40i,5,SUV,,Petrol,Automatic,2,,,Bangalore
592,BMW,X4 M40i,5,SUV,,Petrol,Automatic,2,,,Bangalore
593,BMW,X5,5,,1,Petrol,Automatic,3,,,Bangalore
594,Citroen,C3,5,SUV,1,Petrol,Manual,6,10.45,,Bangalore
595,Aston Martin,DBX,5,SUV,,Petrol,Automatic,8,,,Bangalore
596,Hyundai,IONIQ 5,5,SUV,,Electric,Automatic,3,49.12,,Bangalore
597,Aston Martin,Vantage,2,Coupe,,Petrol,Automatic,6,,,Bangalore
598,BMW,i5,5,Sedan,,Electric,Automatic,9,,,Bangalore
599,BMW,5 Series,5,Sedan,1,Petrol,Automatic,2,90.46,,Bangalore
600,BYD,Atto 3,5,SUV,1,Electric,Automatic,4,25.86,,Bangalore
601,BYD,Seal,5,Sedan,1,Electric,Automatic,4,52.17,,Bangalore
602,Audi,A8 L,4,Sedan,1,Petrol,Automatic,8,,,Bangalore
603,Jeep,Wrangler,5,SUV,1,Petrol,Automatic,5,83.29,,Bangalore
604,Ferrari,296 GTB,2,Coupe,,Petrol,Automatic,8,,,Bangalore
605,Ferrari,296 GTS,2,Convertible,,Petrol,Automatic,8,,,Bangalore
606,Ferrari,F8 Tributo,2,Coupe,,Petrol,Automatic,15,,,Bangalore
607,Ferrari,Portofino,4,,,Petrol,Automatic,14,,,Bangalore
608,Audi,e-tron Sportback,5,SUV,1,Electric,Automatic,9,,,Bangalore
609,BMW,Z4,2,Convertible,1,Petrol,Automatic,7,,,Bangalore
610,Audi,Q3,5,SUV,1,Petrol,Automatic,5,69.44,,Bangalore
611,Audi,Q3 Sportback,5,SUV,1,Petrol,Automatic,4,71.05,,Bangalore
612,Audi,Q5,5,SUV,1,Petrol,Automatic,4,91.98,,Bangalore
613,Mercedes-Benz,AMG GLC43 Coupe,5,Coupe,,Petrol,Automatic,5,,,Bangalore
614,Land Rover,Defender,5,SUV,1,Petrol,Automatic,6,,,Bangalore
615,Audi,A6,5,Sedan,1,Petrol,Automatic,5,76.52,,Bangalore
616,Audi,e-tron,5,SUV,1,Electric,Automatic,8,,,Bangalore
617,Audi,A4,5,Sedan,1,Petrol,Automatic,5,58.70,,Bangalore
618,Land Rover,Range Rover,7,,1,Petrol,Automatic,8,,,Bangalore
