,Brand,Model,Seating_Capacity,Body_Type,Variant_Number,Fuel_Type,Transmission,Available_Colors,On_Road_Pric,Delivery_Days,Location
301,Toyota,Urban Cruiser Taisor,5,SUV,1,Petrol,Manual,4,9.29,11,Hyderabad
302,Tata,Safari,6,SUV,1,Diesel,Manual,2,19.18,28,Hyderabad
303,Mahindra,Thar,4,SUV,1,Petrol,Automatic,5,20.90,8,Hyderabad
304,Mahindra,Bolero Neo,7,SUV,1,Diesel,Manual,5,12.08,56,Hyderabad
305,Skoda,Kodiaq,7,SUV,1,Petrol,Automatic,9,58.95,90,Hyderabad
306,Skoda,Kylaq,5,SUV,1,Petrol,Manual,3,9.89,11,Hyderabad
307,Kia,Carens Clavis,6,SUV,1,Petrol,Manual,7,15.36,11,Hyderabad
308,Honda,Amaze,5,Sedan,1,Petrol,Manual,6,9.79,11,Hyderabad
309,Tata,Altroz,5,Hatchback,1,Petrol,Manual,5,9.22,11,Hyderabad
310,Volkswagen,Taigun,5,SUV,1,Petrol,Manual,6,14.67,11,Hyderabad
311,Volkswagen,Virtus,5,Sedan,1,Petrol,Manual,7,14.38,11,Hyderabad
312,Tata,Tiago,5,Hatchback,1,Petrol,Manual,3,7.02,11,Hyderabad
313,Kia,Syros,5,SUV,1,Petrol,Manual,8,11.20,11,Hyderabad
314,Tata,Tiago EV,5,Hatchback,1,Electric,Automatic,6,10.75,11,Hyderabad
315,Tata,Tiago NRG,5,Hatchback,1,Petrol,Manual,4,8.79,11,Hyderabad
316,Mahindra,BE 6,5,SUV,1,Electric,Automatic,8,21.04,90,Hyderabad
317,Tata,Tigor,5,Sedan,1,Petrol,Manual,2,8.87,11,Hyderabad
318,Mahindra,XEV 9e,5,SUV,1,Electric,Automatic,7,24.07,90,Hyderabad
319,Hyundai,Alcazar,6,SUV,1,Petrol,Automatic,11,26.54,11,Hyderabad
320,Hyundai,Aura,5,Sedan,1,Petrol,Manual,6,8.74,,Jaipur
321,Kia,Seltos,5,SUV,1,Diesel,Manual,7,17.69,,Jaipur
322,Tata,Tigor,5,Sedan,1,Petrol,Manual,5,9.46,,Jaipur
323,Hyundai,Venue,5,SUV,1,Petrol,Automatic,7,15.71,,Jaipur
324,Citroen,E-C3,5,SUV,1,Electric,Automatic,4,12.97,,Jaipur
325,Mercedes-Benz,GLB,7,SUV,1,Diesel,Automatic,5,82.14,,Jaipur
326,Mahindra,Scorpio Classic,9,,1,Diesel,Manual,3,17.20,,Jaipur
327,Kia,Syros,5,SUV,1,Diesel,Manual,8,15.63,,Jaipur
328,Toyota,Fortuner,7,SUV,1,Diesel,Manual,7,43.60,,Jaipur
329,Maruti Suzuki,Fronx,5,SUV,1,Petrol,Automatic,7,10.67,,Jaipur
330,Toyota,Fortuner Legender,7,SUV,1,Diesel,Automatic,,52.90,,Jaipur
331,Skoda,Kushaq,5,,1,Petrol,Manual,5,15.21,,Jaipur
332,Jeep,Meridian,7,,1,Diesel,Automatic,6,41.82,,Jaipur
333,Volkswagen,Taigun,5,,1,Petrol,Automatic,5,23.19,,Jaipur
334,Volkswagen,Virtus,5,Sedan,1,Petrol,Manual,7,18.00,,Jaipur
335,Kia,Sonet,5,SUV,1,Petrol,Manual,7,11.31,,Jaipur
336,Mahindra,Bolero,7,SUV,1,Diesel,Manual,2,13.38,,Jaipur
337,Maruti Suzuki,Jimny,4,SUV,1,Petrol,Automatic,6,15.60,,Jaipur
338,Skoda,Slavia,5,Sedan,1,Petrol,Automatic,11,21.77,,Jaipur
339,Toyota,Innova Crysta,8,,1,Diesel,Manual,5,30.01,,Jaipur
340,Citroen,C5 Aircross,5,SUV,1,Diesel,Automatic,7,44.78,,Jaipur
341,Tata,Safari,7,,1,Diesel,Manual,,29.42,,Jaipur
342,Toyota,Rumion,7,SUV,1,Petrol,Automatic,5,16.44,,Jaipur
343,Tata,Nexon EV,5,SUV,1,Electric,Automatic,4,15.75,,Jaipur
344,Hyundai,i20,5,Hatchback,1,Petrol,Manual,8,11.06,,Jaipur
345,Mercedes-Benz,Maybach GLS,5,SUV,1,Petrol,Automatic,6,,,Jaipur
346,Mahindra,XUV 3XO,5,SUV,1,Petrol,Automatic,7,12.51,,Jaipur
347,Hyundai,i20 N Line,5,Hatchback,1,Petrol,Automatic,7,13.22,,Jaipur
348,Tata,Harrier,5,SUV,1,Diesel,Automatic,2,24.24,,Jaipur
349,Mercedes-Benz,Maybach S-Class,5,Sedan,,Petrol,Automatic,8,,,Jaipur
350,Mercedes-Benz,S-Class,5,Sedan,1,Petrol,Automatic,4,,,Jaipur
351,MG,Astor,5,SUV,1,Petrol,Automatic,4,16.90,,Jaipur
352,Tata,Nexon,5,SUV,1,Petrol,Automatic,6,14.03,8,Mumbai
353,Tata,Punch,5,SUV,1,CNG,Manual,,11.81,8,Mumbai
354,Hyundai,Creta,5,SUV,1,Petrol,Manual,10,13.34,11,Mumbai
355,Hyundai,Venue,5,SUV,1,Petrol,Manual,5,11.01,11,Mumbai
356,Mahindra,XUV700,7,SUV,1,Petrol,Manual,5,20.35,8,Mumbai
357,Hyundai,Aura,5,Sedan,1,CNG,Manual,,8.69,11,Mumbai
358,Mahindra,XUV 3XO,5,SUV,1,Diesel,Manual,8,18.22,8,Mumbai
359,Tata,Tiago,5,Hatchback,1,Petrol,Manual,3,6.95,11,Mumbai
360,Tata,Altroz (2020-2025),5,Hatchback,1,Petrol,Manual,2,8.09,8,Mumbai
361,Maruti Suzuki,Brezza,5,SUV,1,Petrol,Manual,5,10.34,11,Mumbai
362,Maruti Suzuki,Baleno,5,Hatchback,1,Petrol,Manual,6,8.07,11,Mumbai
363,Maruti Suzuki,Swift,5,Hatchback,1,CNG,Manual,6,10.37,11,Mumbai
364,Hyundai,Grand i10 Nios,5,Hatchback,1,Petrol,Manual,7,8.18,11,Mumbai
365,Maruti Suzuki,Wagon R,5,Hatchback,1,Petrol,Manual,3,6.94,11,Mumbai
366,Renault,Kiger,5,SUV,1,Petrol,Manual,5,8.92,11,Mumbai
367,Toyota,Glanza,5,Hatchback,1,Petrol,Manual,5,9.23,11,Mumbai
368,Renault,Triber,7,MUV,1,Petrol,Manual,5,8.32,11,Mumbai
369,Maruti Suzuki,Celerio,5,Hatchback,1,Petrol,Manual,6,6.82,11,Mumbai
370,Maruti Suzuki,Dzire,5,Sedan,1,Petrol,Manual,7,9.34,11,Mumbai
371,Renault,Kwid,5,Hatchback,1,Petrol,Automatic,5,6.69,11,Mumbai
372,Maruti Suzuki,XL6,6,SUV,1,Petrol,Manual,6,14.26,11,Mumbai
373,Honda,Amaze,5,Sedan,1,Petrol,Manual,6,11.21,11,Mumbai
374,Honda,City,5,Sedan,1,Petrol,Manual,6,15.99,11,Mumbai
375,Hyundai,i20 N Line,5,Hatchback,1,Petrol,Automatic,7,14.80,11,Mumbai
376,Maruti Suzuki,Ertiga,7,SUV,1,CNG,Manual,6,12.83,84,Mumbai
377,Mahindra,Scorpio-N,7,SUV,1,Petrol,Automatic,7,24.79,8,Mumbai
378,Maruti Suzuki,Alto K10,5,Hatchback,1,Petrol,Automatic,7,6.89,11,Mumbai
379,Mahindra,Bolero,7,SUV,1,Diesel,Manual,2,11.80,90,Mumbai
380,Tata,Nexon EV,5,SUV,1,Electric,Automatic,4,17.28,8,Mumbai
381,Hyundai,Venue N-Line,5,SUV,1,Petrol,Automatic,6,15.44,11,Mumbai
382,Maruti Suzuki,Grand Vitara,5,SUV,1,Petrol,Manual,,13.75,11,Mumbai
383,Toyota,Urban Cruiser Hyryder,5,SUV,1,Petrol,Manual,7,13.59,11,Mumbai
384,Hyundai,Tucson,5,SUV,1,Petrol,Automatic,5,35.26,00,Mumbai
385,MG,Gloster,6,SUV,1,Diesel,Automatic,4,50.26,30,Mumbai
386,MG,Astor,5,SUV,1,Petrol,Manual,2,13.66,11,Mumbai
387,Maruti Suzuki,Eeco,5,Van,1,Petrol,Manual,5,7.07,11,Mumbai
388,Volkswagen,Taigun,5,SUV,1,Petrol,Automatic,6,18.90,11,Mumbai
389,Kia,Carens,7,SUV,1,Petrol,Manual,7,13.87,11,Mumbai
390,Toyota,Rumion,7,SUV,1,CNG,Manual,5,13.21,11,Mumbai
391,Kia,Seltos,5,SUV,1,Petrol,Manual,7,13.59,11,Mumbai
392,Hyundai,Exter,5,SUV,1,Petrol,Manual,,7.45,11,Mumbai
393,Maruti Suzuki,Fronx,5,SUV,1,Petrol,Manual,6,9.00,11,Mumbai
394,Maruti Suzuki,Invicto,7,SUV,1,Petrol,Automatic,4,30.22,42,Mumbai
395,Kia,Sonet,5,SUV,1,Petrol,Manual,7,10.22,11,Mumbai
396,MG,Comet EV,4,Hatchback,1,Electric,Automatic,5,10.27,11,Mumbai
397,Toyota,Innova Hycross,7,SUV,1,Petrol,Automatic,7,23.05,80,Mumbai
398,Hyundai,Verna,5,Sedan,1,Petrol,Manual,7,15.75,11,Mumbai
399,Tata,Harrier,5,SUV,1,Diesel,Manual,2,20.98,8,Mumbai
400,Mahindra,Scorpio Classic,7,SUV,1,Diesel,Manual,3,16.93,11,Mumbai
401,Mahindra,XUV400,5,SUV,1,Electric,Automatic,10,18.93,11,Mumbai
402,MG,Hector,5,SUV,1,Petrol,Automatic,7,26.54,11,Mumbai
403,MG,Hector Plus,7,SUV,1,Petrol,Automatic,7,27.49,11,Mumbai
404,MG,ZS EV,5,SUV,1,Electric,Automatic,3,19.51,11,Mumbai
405,Volkswagen,Virtus,5,Sedan,1,Petrol,Automatic,6,17.88,11,Mumbai
406,Toyota,Innova Crysta,8,SUV,1,Diesel,Manual,5,24.23,26,Mumbai
407,Skoda,Slavia,5,Sedan,1,Petrol,Automatic,4,17.55,11,Mumbai
408,Skoda,Kushaq,5,SUV,1,Petrol,Automatic,4,16.25,11,Mumbai
409,Honda,Elevate,5,SUV,1,Petrol,Automatic,7,18.46,11,Mumbai
410,Maruti Suzuki,S-Presso,4,SUV,1,Petrol,Manual,6,5.92,28,Mumbai
411,Hyundai,Creta N Line,5,SUV,1,Petrol,Manual,7,23.44,11,Mumbai
412,Maruti Suzuki,Ignis,5,Hatchback,1,Petrol,Automatic,10,9.49,11,Mumbai
413,Maruti Suzuki,Jimny,4,SUV,1,Petrol,Manual,5,15.00,42,Mumbai
414,Tata,Punch EV,5,SUV,1,Electric,Automatic,4,12.63,8,Mumbai
415,Toyota,Urban Cruiser Taisor,5,SUV,1,Petrol,Manual,5,10.17,11,Mumbai
416,Hyundai,i20,5,Hatchback,1,Petrol,Manual,6,9.28,11,Mumbai
417,Tata,Curvv EV,5,SUV,1,Electric,Automatic,5,22.48,8,Mumbai
418,Mahindra,Thar Roxx,5,SUV,1,Petrol,Automatic,3,18.46,10,Mumbai
419,Mahindra,Bolero Neo,7,SUV,1,Diesel,Manual,5,11.98,28,Mumbai
420,Hyundai,IONIQ 5,5,SUV,,Electric,Automatic,3,49.01,42,Mumbai
421,Tata,Curvv,5,SUV,1,Petrol,Manual,5,16.96,8,Mumbai
422,Tata,Safari,7,SUV,1,Diesel,Manual,4,28.91,8,Mumbai
423,Toyota,Fortuner Legender,7,SUV,1,Diesel,Automatic,,53.26,20,Mumbai
424,Hyundai,Alcazar,7,SUV,1,Petrol,Automatic,9,25.66,11,Mumbai
425,Skoda,Kylaq,5,SUV,1,Petrol,Manual,3,9.75,11,Mumbai
426,MG,Windsor EV,5,SUV,1,Electric,Automatic,,15.39,56,Mumbai
427,Toyota,Fortuner,7,SUV,1,Petrol,Automatic,7,42.42,70,Mumbai
428,Mahindra,Thar,4,SUV,1,Diesel,Manual,5,16.20,11,Mumbai
429,Tata,Tiago EV,5,Hatchback,1,Electric,Automatic,,8.46,11,Mumbai
430,Tata,Tiago NRG,5,Hatchback,1,CNG,Manual,4,9.49,11,Mumbai
431,Mahindra,XEV 9e,5,SUV,1,Electric,Automatic,7,30.62,20,Mumbai
432,Hyundai,Creta,5,SUV,1,Petrol,Manual,12,13.15,11,Noida
433,Hyundai,Venue,5,SUV,1,Petrol,Manual,4,9.23,11,Noida
434,Kia,Sonet,5,SUV,1,Petrol,Manual,7,9.85,11,Noida
435,Kia,Syros,5,SUV,1,Petrol,Manual,8,10.74,11,Noida
436,Maruti Suzuki,Baleno,5,Hatchback,1,Petrol,Manual,6,7.77,11,Noida
437,Maruti Suzuki,Brezza,5,SUV,1,Petrol,Manual,7,11.35,11,Noida
438,Maruti Suzuki,Grand Vitara,5,SUV,1,Petrol,Manual,,13.25,11,Noida
439,Mahindra,XUV700,7,SUV,1,Petrol,Manual,5,17.94,30,Noida
440,Mahindra,Scorpio-N,7,SUV,1,Petrol,Manual,3,17.01,42,Noida
441,Tata,Punch,5,SUV,1,Petrol,Manual,2,6.94,11,Noida
442,Tata,Nexon,5,SUV,1,Petrol,Manual,2,9.19,11,Noida
443,Hyundai,Grand i10 Nios,5,Hatchback,1,Petrol,Manual,3,7.01,11,Noida
444,Hyundai,Aura,5,Sedan,1,Petrol,Manual,6,8.60,11,Noida
445,Maruti Suzuki,Wagon R,5,Hatchback,1,Petrol,Manual,3,6.61,11,Noida
446,Maruti Suzuki,Swift,5,Hatchback,1,Petrol,Manual,4,7.42,11,Noida
447,Tata,Altroz (2020-2025),5,Hatchback,1,Petrol,Manual,4,9.19,11,Noida
448,Maruti Suzuki,Celerio,5,Hatchback,1,Petrol,Manual,6,6.22,11,Noida
449,Renault,Triber,7,MUV,1,Petrol,Manual,2,7.12,11,Noida
450,Renault,Kwid,5,Hatchback,1,Petrol,Manual,5,5.94,11,Noida
451,Renault,Kiger,5,SUV,1,Petrol,Manual,5,7.10,11,Noida
452,Toyota,Glanza,5,Hatchback,1,Petrol,Manual,5,11.27,8,Noida
453,Hyundai,i20 N Line,5,Hatchback,1,Petrol,Manual,7,13.38,11,Noida
454,Honda,City,5,Sedan,1,Petrol,Manual,6,15.38,11,Noida
455,Maruti Suzuki,Alto K10,5,Hatchback,1,Petrol,Manual,6,5.73,11,Noida
456,Hyundai,Venue N-Line,5,SUV,1,Petrol,Automatic,5,16.29,11,Noida
457,Hyundai,Tucson,5,SUV,1,Petrol,Automatic,5,34.24,00,Noida
458,Maruti Suzuki,Eeco,5,Van,1,Petrol,Manual,5,7.02,11,Noida
459,Maruti Suzuki,Invicto,7,SUV,1,Petrol,Automatic,4,29.52,90,Noida
460,Hyundai,Verna,5,Sedan,1,Petrol,Automatic,7,19.13,8,Noida
461,Tata,Harrier,5,SUV,1,Diesel,Manual,2,22.11,11,Noida
462,Hyundai,Exter,5,SUV,1,Petrol,Manual,,7.03,11,Noida
463,Toyota,Rumion,7,SUV,1,Petrol,Manual,5,12.37,8,Noida
464,Toyota,Innova Crysta,8,SUV,1,Diesel,Manual,5,23.66,84,Noida
465,Kia,Seltos,5,SUV,1,Petrol,Manual,7,13.32,11,Noida
466,Honda,Elevate,5,SUV,1,Petrol,Manual,7,14.63,11,Noida
467,Kia,Carens,7,SUV,1,Petrol,Manual,7,13.50,11,Noida
468,Toyota,Urban Cruiser Hyryder,5,SUV,1,Petrol,Manual,7,15.01,8,Noida
469,Skoda,Slavia,5,Sedan,1,Petrol,Manual,4,16.08,11,Noida
470,Skoda,Kushaq,5,SUV,1,Petrol,Automatic,4,18.73,11,Noida
471,Maruti Suzuki,Fronx,5,SUV,1,Petrol,Manual,6,8.63,11,Noida
472,Mahindra,Scorpio Classic,7,SUV,1,Diesel,Manual,3,16.70,42,Noida
473,Mahindra,Thar Roxx,5,SUV,1,Petrol,Automatic,3,19.06,10,Noida
474,Maruti Suzuki,Jimny,4,SUV,1,Petrol,Manual,5,14.84,28,Noida
475,MG,Gloster,6,SUV,1,Diesel,Automatic,,50.07,14,Noida
476,Honda,Amaze,5,Sedan,1,Petrol,Manual,6,9.36,11,Noida
477,Tata,Tigor,5,Sedan,1,Petrol,Manual,2,6.95,11,Noida
478,Mahindra,Thar,4,SUV,1,Diesel,Manual,3,14.12,56,Noida
479,Toyota,Fortuner,7,SUV,1,Petrol,Automatic,7,42.26,28,Noida
480,Volkswagen,Virtus,5,Sedan,1,Petrol,Manual,7,13.69,21,Noida
481,Maruti Suzuki,XL6,6,SUV,1,Petrol,Manual,6,13.71,11,Noida
482,Hyundai,i20,5,Hatchback,1,Petrol,Manual,6,9.05,11,Noida
483,Volkswagen,Taigun,5,SUV,1,Petrol,Manual,6,13.89,21,Noida
484,Skoda,Kylaq,5,SUV,1,Petrol,Manual,3,9.64,11,Noida
485,Mahindra,Bolero,7,SUV,1,Diesel,Manual,,11.75,30,Noida
486,Hyundai,Alcazar,7,SUV,1,Petrol,Manual,8,17.65,11,Noida
487,Hyundai,IONIQ 5,5,SUV,,Electric,Automatic,3,52.31,60,Noida
488,Toyota,Fortuner Legender,7,SUV,1,Diesel,Automatic,,52.54,42,Noida
489,Mahindra,Bolero Neo,7,SUV,1,Diesel,Manual,5,11.74,30,Noida
490,Maruti Suzuki,S-Presso,4,SUV,1,Petrol,Manual,7,5.99,11,Noida
491,Tata,Tiago,5,Hatchback,1,Petrol,Manual,2,5.83,11,Noida
492,Maruti Suzuki,Dzire,5,Sedan,1,Petrol,Manual,6,7.85,11,Noida
493,Maruti Suzuki,Ignis,5,Hatchback,1,Petrol,Manual,6,6.76,11,Noida
494,MG,Astor,5,SUV,1,Petrol,Manual,,17.80,14,Noida
495,Hyundai,Creta N Line,5,SUV,1,Petrol,Automatic,6,21.65,11,Noida
496,Hyundai,Creta Electric,5,SUV,1,Electric,Automatic,5,19.13,11,Noida
497,Mahindra,XUV400,5,SUV,1,Electric,Automatic,10,18.02,30,Noida
498,Nissan,Magnite,5,SUV,1,Petrol,Manual,2,7.19,11,Noida
499,Tata,Safari,7,SUV,1,Diesel,Automatic,2,23.44,11,Noida
500,Tata,Curvv,5,SUV,1,Diesel,Manual,2,13.44,11,Noida
501,Mahindra,XUV 3XO,5,SUV,1,Diesel,Manual,7,11.81,28,Noida
502,MG,ZS EV,5,SUV,1,Electric,Automatic,3,19.05,11,Noida
503,Tata,Tiago NRG,5,Hatchback,1,Petrol,Manual,4,8.43,90,Noida
504,Maruti Suzuki,Ertiga,7,SUV,1,CNG,Manual,6,12.83,70,Noida
505,MG,Hector Plus,7,SUV,1,Petrol,Automatic,4,23.55,11,Noida
506,Toyota,Urban Cruiser Taisor,5,SUV,1,Petrol,Manual,4,8.88,11,Noida
507,MG,Windsor EV,5,SUV,,Electric,Automatic,6,18.32,45,Noida
508,Volkswagen,Tiguan R-Line,5,SUV,,Petrol,Automatic,6,56.77,20,Noida
509,Tata,Altroz,5,Hatchback,1,Petrol,Manual,5,7.94,11,Noida
510,Citroen,Aircross,5,SUV,1,Petrol,Manual,2,9.83,90,Noida
511,Mahindra,BE 6,5,SUV,1,Electric,Automatic,8,21.07,84,Noida
512,Tata,Nexon,5,SUV,1,Petrol,Manual,2,9.46,11,Pune
513,Tata,Punch,5,SUV,1,Petrol,Manual,2,7.48,11,Pune
514,Hyundai,Creta,5,SUV,1,Petrol,Manual,10,13.30,11,Pune
515,Hyundai,Venue,5,SUV,1,Petrol,Manual,4,9.42,11,Pune
516,Hyundai,i20,5,Hatchback,1,Petrol,Manual,8,9.96,11,Pune
517,Hyundai,Aura,5,Sedan,1,CNG,Manual,,8.67,11,Pune
518,Honda,Amaze,5,Sedan,1,Petrol,Manual,6,9.57,11,Pune
519,Tata,Tiago,5,Hatchback,1,Petrol,Manual,2,6.08,11,Pune
520,Tata,Altroz (2020-2025),5,Hatchback,1,CNG,Manual,4,11.26,8,Pune
521,Maruti Suzuki,Brezza,5,SUV,1,Petrol,Manual,5,10.34,30,Pune
522,Maruti Suzuki,Baleno,5,Hatchback,1,Petrol,Manual,6,8.06,11,Pune
523,Tata,Curvv EV,5,SUV,1,Electric,Automatic,4,21.41,11,Pune
524,Hyundai,Grand i10 Nios,5,Hatchback,1,Petrol,Manual,3,7.15,11,Pune
525,Honda,City,5,Sedan,1,Petrol,Automatic,6,18.37,11,Pune
526,Maruti Suzuki,Ertiga,7,SUV,1,Petrol,Manual,6,10.68,60,Pune
527,Renault,Kiger,5,SUV,1,Petrol,Manual,8,10.32,8,Pune
528,Renault,Kwid,5,Hatchback,1,Petrol,Manual,5,6.57,8,Pune
529,Hyundai,i20 N Line,5,Hatchback,1,Petrol,Manual,7,11.73,30,Pune
530,Renault,Triber,7,MUV,1,Petrol,Automatic,5,9.57,20,Pune
531,Tata,Nexon EV,5,SUV,1,Electric,Automatic,4,15.09,11,Pune
532,Maruti Suzuki,Grand Vitara,5,SUV,1,Petrol,Manual,,13.75,11,Pune
533,Hyundai,Venue N-Line,5,SUV,1,Petrol,Manual,5,14.52,90,Pune
534,Hyundai,Tucson,5,SUV,1,Petrol,Automatic,5,35.13,30,Pune
535,Maruti Suzuki,XL6,6,SUV,1,Petrol,Manual,6,14.25,11,Pune
536,Maruti Suzuki,Eeco,5,Van,1,Petrol,Manual,5,7.19,11,Pune
537,Maruti Suzuki,Wagon R,5,Hatchback,1,Petrol,Manual,3,6.79,11,Pune
538,Skoda,Slavia,5,Sedan,1,Petrol,Manual,4,16.24,11,Pune
539,Skoda,Kushaq,5,SUV,1,Petrol,Manual,4,17.77,11,Pune
540,Honda,Elevate,5,SUV,1,Petrol,Automatic,7,18.22,11,Pune
541,Hyundai,Exter,5,SUV,1,CNG,Manual,,8.62,11,Pune
542,Maruti Suzuki,Fronx,5,SUV,1,Petrol,Manual,6,8.99,11,Pune
543,Maruti Suzuki,Invicto,7,SUV,1,Petrol,Automatic,4,30.85,30,Pune
544,Hyundai,Verna,5,Sedan,1,Petrol,Automatic,10,20.91,11,Pune
545,Tata,Harrier,5,SUV,1,Diesel,Manual,2,19.33,11,Pune
546,MG,Astor,5,SUV,1,Petrol,Manual,2,13.36,8,Pune
547,Tata,Punch EV,5,SUV,1,Electric,Automatic,,12.13,11,Pune
548,Tata,Safari,6,SUV,1,Diesel,Manual,2,20.01,11,Pune
549,Maruti Suzuki,Alto K10,5,Hatchback,1,Petrol,Manual,7,6.68,11,Pune
550,Tata,Curvv,5,SUV,1,Petrol,Automatic,4,16.17,8,Pune
551,Maruti Suzuki,Ignis,5,Hatchback,1,Petrol,Manual,6,7.67,11,Pune
552,MG,Hector,5,SUV,1,Petrol,Automatic,4,23.09,8,Pune
553,Maruti Suzuki,Celerio,5,Hatchback,1,Petrol,Manual,6,7.24,11,Pune
554,Hyundai,IONIQ 5,5,SUV,,Electric,Automatic,3,52.14,30,Pune
555,MG,ZS EV,5,SUV,1,Electric,Automatic,4,19.77,11,Pune
556,Maruti Suzuki,S-Presso,4,SUV,1,Petrol,Automatic,7,7.24,11,Pune
557,MG,Hector Plus,7,SUV,1,Petrol,Manual,7,25.68,8,Pune
558,Maruti Suzuki,Swift,5,Hatchback,1,Petrol,Manual,4,7.80,11,Pune
559,MG,Comet EV,4,Hatchback,1,Electric,Automatic,3,9.35,11,Pune
560,Maruti Suzuki,Jimny,4,SUV,1,Petrol,Manual,5,15.31,11,Pune
561,MG,Gloster,6,SUV,1,Diesel,Automatic,4,49.65,30,Pune
562,Hyundai,Creta N Line,5,SUV,1,Petrol,Manual,6,20.15,20,Pune
563,Mahindra,XUV400,5,SUV,1,Electric,Automatic,10,17.52,45,Pune
564,Mahindra,XUV 3XO,5,SUV,1,Petrol,Manual,3,9.31,11,Pune
565,Hyundai,Alcazar,7,SUV,1,Petrol,Automatic,10,26.03,11,Pune
566,Tata,Tiago EV,5,Hatchback,1,Electric,Automatic,6,9.58,11,Pune
567,Tata,Tiago NRG,5,Hatchback,1,Petrol,Manual,4,8.64,11,Pune
568,Mahindra,Bolero,7,SUV,1,Diesel,Manual,2,11.60,60,Pune
569,Mahindra,XEV 9e,5,SUV,1,Electric,Automatic,7,24.41,20,Pune
570,Skoda,Kylaq,5,SUV,1,Petrol,Manual,3,9.68,11,Pune
571,Mahindra,Thar Roxx,5,SUV,1,Petrol,Manual,3,15.47,80,Pune
572,Kia,Carens,7,SUV,1,Petrol,Manual,7,13.46,11,Pune
573,Mahindra,BE 6,5,SUV,1,Electric,Automatic,8,21.23,20,Pune
574,MG,Windsor EV,5,SUV,1,Electric,Automatic,,15.06,60,Pune
575,Mahindra,Scorpio Classic,7,SUV,1,Diesel,Manual,3,16.64,45,Pune
576,Mahindra,XUV700,7,SUV,1,Petrol,Manual,5,21.68,11,Pune
577,Kia,Seltos,5,SUV,1,Petrol,Manual,7,13.23,11,Pune
578,Maruti Suzuki,Dzire,5,Sedan,1,Petrol,Manual,7,9.33,11,Pune
579,Mahindra,Thar,4,SUV,1,Diesel,Manual,5,15.93,11,Pune
580,Mahindra,Scorpio-N,7,SUV,1,Petrol,Automatic,6,22.52,11,Pune
581,Kia,Sonet,5,SUV,1,Petrol,Manual,7,9.34,11,Pune
582,Tata,Tigor,5,Sedan,1,Petrol,Manual,2,7.19,11,Pune
583,Kia,Syros,5,SUV,1,Petrol,Manual,8,10.98,11,Pune
584,Hyundai,Creta Electric,5,SUV,1,Electric,Automatic,10,26.26,11,Pune
585,Skoda,Kodiaq,7,SUV,1,Petrol,Automatic,9,56.24,30,Pune
586,Tata,Altroz,5,Hatchback,1,Petrol,Manual,5,9.22,11,Pune
587,Kia,Carens Clavis,6,SUV,1,Petrol,Manual,7,13.57,11,Pune
588,Mahindra,Bolero Neo,7,SUV,1,Diesel,Manual,6,14.15,,Pune
589,Toyota,Innova Hycross,8,,1,Petrol,Automatic,7,23.87,,Pune
590,Bentley,Bentayga,5,SUV,1,Petrol,Automatic,4,,,Pune
591,Mercedes-Benz,AMG EQS,5,Sedan,,Electric,Automatic,5,,,Pune
